"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
191	53	2.49	0.99	5	1	2
192	1	2	NA	2	2	2
193	162	2.09	1.11	5	1	2
194	176	3.73	0.97	5	1	4
195	132	2.83	0.9	5	1	3
196	433	2.78	0.99	5	1	3
197	16	3.06	1.12	5	1	3
198	453	3.34	1.05	5	1	3
199	91	3.8	1.16	5	1	4
200	12	2.42	1.08	4	1	2.5
201	23	2.7	1.06	4	1	3
202	19	2.63	1.34	5	1	2
203	138	2.99	1.19	5	1	3
204	151	2.93	1.1	5	1	3
205	60	3.68	1	5	2	4
206	64	3.75	1.01	5	1	4
207	161	3.04	1.09	5	1	3
208	492	2.64	1.13	5	1	3
209	37	2.35	1.01	5	1	2
210	32	3.09	0.93	5	1	3
211	26	3.69	0.68	5	2	4
212	10	2.1	1.1	4	1	2
213	86	4.15	0.99	5	1	4
214	21	4.43	0.68	5	3	5
215	125	3.82	1	5	1	4
216	270	3.23	1.21	5	1	3
217	54	2.69	1.1	5	1	3
218	159	3.13	0.99	5	1	3
219	15	2.87	0.92	4	1	3
220	18	1.72	0.96	4	1	1
222	246	3.57	0.86	5	1	4
223	1093	3.97	1.02	5	1	4
224	296	3.41	0.95	5	1	3
225	187	3.16	0.97	5	1	3
226	1	2	NA	2	2	2
227	91	2.58	1	5	1	3
228	9	2.11	1.05	4	1	2
229	83	3.61	0.97	5	1	4
230	266	3.48	0.92	5	1	4
231	510	3.22	1.31	5	1	3
232	252	4.08	0.79	5	1	4
233	179	3.59	1.13	5	1	4
234	109	2.27	1.11	5	1	2
235	701	3.7	1	5	1	4
236	230	3.3	0.97	5	1	3
237	183	3.03	1.05	5	1	3
238	23	2.57	1.24	5	1	3
239	133	2.94	1.19	5	1	3
240	40	2.73	1.18	5	1	3
241	22	3.41	1.22	5	1	3
242	63	3.57	1	5	1	4
243	6	2.33	1.03	3	1	3
244	7	2.14	0.9	3	1	2
245	7	3	0.82	4	2	3
246	520	4.22	0.82	5	1	4
247	377	3.85	0.96	5	1	4
248	110	2.91	0.96	5	1	3
249	195	3.79	0.95	5	1	4
250	26	2.46	1.14	5	1	2.5
251	13	3.54	0.78	5	2	4
252	276	3.28	0.87	5	1	3
253	572	3.55	1.03	5	1	4
254	32	3.06	0.84	5	1	3
255	49	2.02	1.05	5	1	2
256	160	2.68	1.05	5	1	3
257	85	3.24	1.12	5	1	3
258	104	2.44	1.16	5	1	2
259	72	2.82	1.05	5	1	3
260	2246	4.46	0.8	5	1	5
261	236	3.65	0.91	5	1	4
262	129	3.88	0.99	5	1	4
263	19	3.58	1.07	5	1	4
264	4	3.75	0.5	4	3	4
265	587	3.93	1.02	5	1	4
266	550	3.41	1.1	5	1	4
267	106	2.74	1.24	5	1	3
268	42	3.36	0.85	5	1	3.5
269	43	3.53	0.88	5	1	4
270	64	3.06	1.05	5	1	3
271	48	3.19	0.96	5	1	3
272	295	3.74	0.86	5	1	4
273	182	2.98	1.09	5	1	3
274	18	2.44	0.98	4	1	3
275	56	2.52	1.11	5	1	2
276	179	2.7	0.94	5	1	3
277	129	3.16	0.93	5	1	3
278	31	2.77	0.92	5	1	3
279	38	3.66	1.02	5	1	4
280	152	3.52	0.83	5	1	4
281	185	3.65	0.85	5	1	4
282	163	3.19	1.1	5	1	3
283	13	2.92	0.95	4	1	3
286	1	3	NA	3	3	3
287	17	3.06	0.9	5	2	3
288	525	3.11	1.33	5	1	3
289	120	3.33	0.92	5	1	3
290	127	3.94	0.96	5	1	4
291	36	2.17	0.97	5	1	2
292	556	3.3	0.93	5	1	3
293	699	4.12	0.85	5	1	4
294	29	3.17	0.97	5	1	3
295	21	2.76	0.77	4	1	3
296	1681	4.28	0.98	5	1	5
297	23	3	1.24	5	1	3
298	19	3.95	0.71	5	2	4
299	107	3.67	0.99	5	1	4
300	531	3.75	0.82	5	1	4
301	34	3.18	0.97	5	1	3
302	66	3.79	0.97	5	1	4
303	309	2.97	1.04	5	1	3
304	23	3.09	1.08	5	1	3
305	102	2.51	1.07	5	1	2
306	254	4.25	0.86	5	1	4
307	193	4.1	0.95	5	1	4
308	148	4.02	0.9	5	1	4
309	38	3.74	1.08	5	1	4
310	5	2.4	1.14	4	1	2
311	1	3	NA	3	3	3
312	85	2.44	1.03	5	1	2
313	42	2.83	1.08	5	1	3
314	230	3.87	0.95	5	1	4
315	124	2.66	1.19	5	1	3
316	843	3.49	1.01	5	1	4
317	485	3.21	1.02	5	1	3
318	1713	4.54	0.72	5	1	5
319	213	3.9	0.88	5	1	4
320	28	3.46	1	5	1	3.5
321	46	3.8	0.91	5	1	4
322	154	3.64	1.06	5	1	4
324	24	3.92	0.83	5	2	4
325	41	2.59	1.14	5	1	3
326	49	4.35	0.86	5	1	5
327	265	2.59	1.29	5	1	3
328	107	3.03	1.12	5	1	3
329	750	3.39	0.97	5	1	3
330	95	2.63	1.11	5	1	3
331	13	2.92	0.76	4	2	3
332	130	2.58	1.08	5	1	3
333	315	3.51	1.15	5	1	4
334	85	3.78	1.07	5	1	4
335	32	3.41	0.87	5	1	3.5
336	14	2.64	1.28	5	1	2
337	527	3.88	0.88	5	1	4
338	167	2.84	1.04	5	1	3
339	519	3.5	0.94	5	1	4
340	63	3.3	0.96	5	1	3
341	25	4	0.96	5	2	4
342	380	3.65	1	5	1	4
343	34	2.44	1.35	5	1	2
344	575	3.14	1.14	5	1	3
345	354	3.8	1	5	1	4
346	82	3.44	1.02	5	1	4
347	34	3.12	1.15	5	1	3
348	352	3.73	0.91	5	1	4
349	785	3.71	0.84	5	1	4
350	395	3.37	0.87	5	1	3
351	196	3.35	1.04	5	1	3
352	93	3.1	1.11	5	1	3
353	552	3.43	1.09	5	1	4
354	52	3.17	0.94	5	1	3
355	193	2.31	1.01	5	1	2
356	1665	4.08	1.02	5	1	4
357	932	3.74	0.93	5	1	4
358	105	3.08	1.06	5	1	3
359	14	3.21	0.8	5	2	3
360	103	2.51	1.08	5	1	2
361	205	3.44	0.88	5	1	3
362	179	3.37	0.96	5	1	3
363	53	4.21	0.82	5	1	4
364	859	3.9	0.95	5	1	4
365	64	3.16	0.98	5	1	3
366	204	2.83	1.24	5	1	3
367	921	3.28	1.03	5	1	3
368	593	3.54	0.97	5	1	4
369	40	3.25	0.9	5	2	3
370	317	2.93	1.07	5	1	3
371	159	3.15	0.91	5	1	3
372	322	3.19	0.95	5	1	3
373	212	3.87	0.84	5	1	4
374	126	2.08	0.99	5	1	2
375	14	3.21	0.89	5	2	3
376	270	3.24	0.87	5	1	3
377	1239	3.54	0.97	5	1	4
378	103	2.96	0.97	5	1	3
379	342	2.89	1	5	1	3
380	1065	3.65	0.94	5	1	4
381	164	3.24	1.07	5	1	3
382	207	2.94	1.04	5	1	3
383	206	3.3	0.93	5	1	3
384	31	2.9	1.04	5	1	3
385	7	3.43	0.98	5	2	3
386	25	2.56	1.16	4	1	3
387	87	2.71	1.01	5	1	3
388	68	3.62	0.9	5	1	4
389	11	3.82	1.08	5	2	4
390	48	3.56	1.07	5	1	4
391	31	3.19	1.01	5	1	3
392	23	2.7	1.18	5	1	3
393	83	1.86	0.99	5	1	2
394	13	3.62	1.04	5	2	3
396	1	4	NA	4	4	4
397	10	2.6	1.07	4	1	3
398	1	4	NA	4	4	4
401	2	3	1.41	4	2	3
402	1	3	NA	3	3	3
404	3	4	1	5	3	4
405	155	2.13	1.15	5	1	2
406	6	3.83	0.41	4	3	4
407	132	2.93	1.2	5	1	3
408	52	3.27	1.14	5	1	3
409	38	3.05	0.93	5	1	3
410	353	2.88	0.99	5	1	3
411	9	2.67	1.58	5	1	3
412	227	3.57	0.93	5	1	4
413	179	2.44	0.98	5	1	2
414	71	2.66	1.01	5	1	3
415	132	2.53	0.95	5	1	3
416	63	2.56	1.01	5	1	3
417	152	3.44	1.07	5	1	4
418	24	2.33	0.96	4	1	2
419	117	2.21	0.94	4	1	2
420	250	2.5	1.04	5	1	2
421	77	3.39	1.04	5	1	3
422	43	3.19	0.98	5	1	3
423	174	3.09	0.94	5	1	3
424	50	2.56	0.93	4	1	3
425	80	3.6	0.88	5	2	4
426	215	3.05	0.95	5	1	3
427	136	2.39	1.08	5	1	2
428	187	3.88	0.9	5	1	4
429	146	2.38	1.17	5	1	2
430	19	2.53	0.96	4	1	3
431	291	3.69	0.89	5	1	4
432	300	2.6	0.97	5	1	3
433	35	2.74	0.89	5	1	3
434	536	3.08	1.04	5	1	3
435	409	2.64	1.07	5	1	3
436	105	2.67	1.09	5	1	3
437	48	2.1	0.9	4	1	2
438	121	2.64	1	5	1	3
439	2	4.5	0.71	5	4	4.5
440	718	3.8	0.82	5	1	4
441	475	3.71	1.03	5	1	4
442	492	3	1.06	5	1	3
443	23	3.43	1.12	5	1	4
444	61	2.46	1.12	5	1	2
445	72	2.6	1.08	5	1	3
446	186	4.06	0.88	5	1	4
447	25	2.56	0.87	4	1	3
448	174	3.62	1.06	5	1	4
449	49	3.76	1.27	5	1	4
450	176	3.29	0.92	5	1	3
451	78	3.18	0.94	5	1	3
452	24	3.25	0.94	4	1	3.5
453	57	3.16	0.82	5	2	3
454	636	3.52	0.83	5	1	4
455	209	2.59	1.07	5	1	3
456	65	4.03	0.81	5	1	4
457	1508	4.11	0.78	5	1	4
458	58	3.26	1.07	5	1	3
459	112	2.88	1.02	5	1	3
460	29	2.21	1.11	5	1	2
461	70	3.31	1.06	5	1	3
462	18	2.44	0.92	4	1	2.5
463	37	2.78	0.98	5	1	3
464	157	2.73	1.02	5	1	3
465	79	3.42	1.12	5	1	4
466	422	2.78	1.08	5	1	3
467	39	3.1	1.02	5	1	3
468	265	3.29	0.92	5	1	3
469	49	2.98	1.16	5	1	3
470	23	1.74	0.96	4	1	1
471	473	3.66	1.03	5	1	4
472	37	2.81	1.05	5	1	3
473	116	2.22	1.02	5	1	2
474	723	3.85	0.79	5	1	4
475	235	3.89	0.85	5	1	4
476	27	2.81	1	4	1	3
477	154	3.41	0.94	5	1	3.5
478	16	2.56	0.81	4	1	3
479	99	2.73	0.99	5	1	3
480	2023	3.77	0.97	5	1	4
481	223	3.39	0.94	5	1	3
482	140	3.55	1.08	5	1	4
483	56	3.66	0.88	5	2	4
484	24	2.54	1.1	4	1	3
485	365	2.49	1.08	5	1	2
486	44	2.73	1.09	5	1	3
487	48	2.71	1.07	5	1	3
488	25	3.24	0.93	5	1	3
489	71	2.55	0.95	5	1	3
490	132	3.29	0.94	5	1	3
491	162	3.28	0.95	5	1	3
492	254	3.74	0.86	5	1	4
493	231	3.64	0.99	5	1	4
494	315	3.34	0.92	5	1	3
495	34	3.38	1.04	5	1	4
496	31	3.1	1.35	5	1	3
497	507	4	0.89	5	1	4
498	39	2.79	0.98	4	1	3
499	33	2.7	0.92	5	1	3
500	651	3.41	1.01	5	1	3
501	74	3.62	1.19	5	1	4
502	124	1.94	0.93	4	1	2
503	11	3.64	1.03	5	2	4
504	135	2.94	1.11	5	1	3
505	58	2.59	0.99	5	1	2.5
506	83	3.4	1.15	5	1	4
507	241	3.51	0.94	5	1	4
508	409	3.9	0.87	5	1	4
509	468	3.65	1.12	5	1	4
510	33	2.3	1.05	4	1	2
511	114	3.04	1.03	5	1	3
512	130	2.92	1.13	5	1	3
513	51	3.22	0.94	5	1	3
514	265	3.56	0.89	5	1	4
515	347	3.91	0.99	5	1	4
516	188	2.86	0.99	5	1	3
517	297	3.21	0.96	5	1	3
518	123	2.39	1.03	5	1	2
519	160	1.92	0.91	4	1	2
520	281	2.89	1.17	5	1	3
521	89	3.4	0.95	5	1	3
522	66	3.58	1.05	5	1	4
523	98	3.71	0.91	5	1	4
524	367	3.63	0.98	5	1	4
525	18	2.94	1.11	5	1	3
526	7	2.43	1.27	4	1	2
527	1767	4.51	0.76	5	1	5
528	51	2.49	1.12	5	1	2
529	552	3.98	0.8	5	1	4
530	1	4	NA	4	4	4
531	261	3.78	0.99	5	1	4
532	293	3.04	1.22	5	1	3
533	164	2.75	0.99	5	1	3
534	223	3.85	0.93	5	1	4
535	238	3.81	0.98	5	1	4
536	42	3.17	1.12	5	1	3
537	165	3.07	0.95	5	1	3
538	232	3.81	0.88	5	1	4
539	741	3.75	0.96	5	1	4
540	127	2.2	0.97	5	1	2
541	1366	4.28	0.88	5	1	5
542	171	2.69	1.14	5	1	3
543	526	3.4	1.03	5	1	3
544	95	2.75	0.93	5	1	3
545	1	2	NA	2	2	2
546	257	1.89	1.06	5	1	2
547	95	2.91	1.05	5	1	3
548	110	2.57	0.91	5	1	3
549	118	3.83	1.06	5	1	4
550	126	3.06	1.09	5	1	3
551	770	3.7	1.08	5	1	4
552	378	3.29	1	5	1	3
553	435	3.88	1.04	5	1	4
554	24	2.54	0.93	4	1	2.5
555	490	3.94	0.96	5	1	4
556	98	4.3	0.74	5	1	4
557	2	4.5	0.71	5	4	4.5
558	102	2.76	1.12	5	1	3
559	4	2.5	1.91	5	1	2
560	6	3.67	0.52	4	3	4
561	12	3.67	0.98	5	2	4
562	378	3.79	1.03	5	1	4
563	13	3.38	1.04	5	1	4
564	31	2.26	1.03	4	1	2
565	42	3.07	1.09	5	1	3
566	9	2.89	1.05	5	2	3
567	6	3.5	1.05	5	2	3.5
568	25	3.68	0.99	5	1	4
569	75	2.93	0.95	5	1	3
570	19	3.11	1.33	5	1	3
571	31	3.61	0.92	5	2	4
572	2	3	2.83	5	1	3
573	17	3.65	1.11	5	1	4
574	129	3.44	1	5	1	4
575	86	2.81	1.15	5	1	3
576	1	3	NA	3	3	3
577	39	3.03	1.06	5	1	3
578	2	4.5	0.71	5	4	4.5
579	1	2	NA	2	2	2
580	47	3.26	1.11	5	1	3
581	108	4.04	0.91	5	1	4
582	2	3	0	3	3	3
583	21	3.57	1.25	5	1	4
584	1	4	NA	4	4	4
585	322	2.93	1.1	5	1	3
586	514	3.14	1.11	5	1	3
587	854	3.52	1.04	5	1	4
588	1049	3.82	0.95	5	1	4
589	2024	4.06	0.91	5	1	4
590	1110	3.92	1.01	5	1	4
591	2	2	1.41	3	1	2
592	1077	3.61	0.99	5	1	4
593	1949	4.33	0.84	5	1	5
594	583	3.86	0.95	5	1	4
595	793	3.93	1.01	5	1	4
596	377	3.72	0.97	5	1	4
597	808	3.62	1.05	5	1	4
598	4	4.25	0.96	5	3	4.5
599	205	4.08	0.93	5	1	4
600	23	3.04	1.15	5	1	3
601	1	3	NA	3	3	3
602	30	4.03	0.89	5	2	4
603	40	2.77	1.1	5	1	3
605	175	3.23	0.91	5	1	3
606	73	2.18	0.99	5	1	2
608	1928	4.26	0.94	5	1	5
609	58	2.79	1	4	1	3
610	480	3.57	1.06	5	1	4
611	179	2.49	1.26	5	1	3
612	63	2.33	0.93	4	1	2
613	62	3.73	0.99	5	1	4
614	8	2.62	0.92	4	1	3
615	53	3.98	0.99	5	1	4
616	202	3.4	1.02	5	1	3
617	13	3.62	1.12	5	2	3
618	7	2.14	1.46	5	1	2
619	27	2.52	1.05	4	1	2
621	30	3.7	1.02	5	1	4
623	2	3	1.41	4	2	3
624	1	4	NA	4	4	4
626	12	2.33	1.3	4	1	2.5
627	96	3.62	1	5	1	4
628	368	3.88	0.85	5	1	4
630	3	3.67	0.58	4	3	4
631	57	2.18	1.24	5	1	2
632	11	3.82	1.08	5	2	4
633	14	3.64	1.08	5	2	4
634	3	1.67	1.15	3	1	1
635	59	3.59	0.77	5	2	3
637	106	2.53	1.08	5	1	3
638	17	3.24	1.03	5	1	3
639	55	2.55	1.02	4	1	2
640	48	2.75	1	5	1	3
641	1	1	NA	1	1	1
643	2	2.5	0.71	3	2	2.5
644	1	2	NA	2	2	2
645	18	3.61	0.85	5	2	3.5
647	342	3.52	0.82	5	1	4
648	1170	3.45	0.97	5	1	4
649	14	4.14	0.86	5	3	4
650	74	3.5	0.94	5	1	4
651	1	2	NA	2	2	2
652	8	2.88	0.83	4	2	3
653	467	3.25	0.97	5	1	3
655	1	1	NA	1	1	1
656	29	2.72	1.03	5	1	3
657	1	3	NA	3	3	3
659	20	3.65	1.23	5	1	4
660	2	1.5	0.71	2	1	1.5
661	400	3.43	1.04	5	1	4
662	96	3.01	1.03	5	1	3
663	204	3.35	1.11	5	1	3
664	5	3	0.71	4	2	3
665	25	3.92	1.04	5	2	4
666	2	3.5	2.12	5	2	3.5
667	36	1.86	1.02	5	1	2
668	34	4.5	0.93	5	1	5
669	17	4	1.32	5	1	4
670	41	4.37	1.11	5	1	5
671	350	3.72	1.11	5	1	4
672	2	2	0	2	2	2
673	435	2.59	1	5	1	3
674	268	2.99	1.15	5	1	3
678	240	4.22	0.87	5	1	4
679	2	3.5	0.71	4	3	3.5
680	50	3.4	1.2	5	1	3
681	13	4	1.08	5	2	4
682	1	4	NA	4	4	4
684	1	1	NA	1	1	1
685	24	3.38	1.01	5	2	3
687	2	3.5	2.12	5	2	3.5
688	155	2.31	0.98	5	1	2
690	2	2	1.41	3	1	2
691	86	3.14	1.14	5	1	3
692	87	2.15	1.05	5	1	2
694	107	2.65	1.02	5	1	3
695	97	3.24	0.92	5	1	3
696	4	3.25	1.26	5	2	3
697	61	2.51	0.99	5	1	3
698	5	2.2	0.84	3	1	2
700	104	3.29	1.09	5	1	3
702	17	3.76	0.97	5	2	4
703	9	1.67	0.87	3	1	1
704	34	2.35	1.18	4	1	2.5
705	24	3.71	0.81	5	1	4
706	2	2.5	2.12	4	1	2.5
707	210	3.05	0.91	5	1	3
708	527	3.47	0.89	5	1	4
709	111	3.05	1.05	5	1	3
710	35	2.46	1.04	4	1	3
711	46	2.54	1.07	5	1	3
712	1	4	NA	4	4	4
714	120	4.03	0.99	5	1	4
715	38	3.55	1.16	5	1	4
716	16	2.88	1.09	5	2	2.5
717	1	4	NA	4	4	4
718	26	3.42	1.24	5	1	4
719	179	2.83	1.06	5	1	3
720	331	4.4	0.84	5	1	5
722	23	3.78	0.67	5	2	4
724	331	3.04	1.02	5	1	3
725	69	2.65	1.07	5	1	3
726	7	3	0.58	4	2	3
728	178	3.76	0.91	5	1	4
729	1	2	NA	2	2	2
730	1	1	NA	1	1	1
731	36	2.83	0.88	5	1	3
732	3	2.67	1.53	4	1	3
733	1009	3.72	0.97	5	1	4
734	2	3	1.41	4	2	3
735	80	3.38	1.28	5	1	3.5
736	845	3.18	1.13	5	1	3
737	231	2.05	1.1	5	1	2
741	246	4.07	0.95	5	1	4
742	131	2.45	1.1	5	1	2
743	83	2.53	1.25	5	1	3
744	2	1.5	0.71	2	1	1.5
745	513	4.5	0.69	5	1	5
746	28	4.04	0.79	5	3	4
747	41	1.88	1.17	5	1	1
748	314	3.17	0.99	5	1	3
749	3	2.33	1.15	3	1	3
750	1017	4.46	0.8	5	1	5
751	12	3.67	1.44	5	1	4
753	24	3	0.98	4	1	3
754	10	3.4	1.17	5	2	3.5
755	7	3.86	0.38	4	3	4
756	4	3	0.82	4	2	3
757	4	3.75	0.5	4	3	4
758	1	4	NA	4	4	4
759	49	4.16	0.92	5	1	4
760	23	3.52	0.99	5	1	4
761	88	2.72	1.07	5	1	3
762	221	2.17	0.99	5	1	2
764	63	3.3	0.94	5	1	3
765	125	2.63	1.07	5	1	3
766	80	3.65	0.92	5	1	4
767	17	3.35	0.79	5	2	3
769	10	3	1.15	4	1	3
771	11	3.91	0.94	5	2	4
774	1	4	NA	4	4	4
775	7	3.14	1.35	5	1	3
776	3	3.67	0.58	4	3	4
778	592	3.93	1.05	5	1	4
779	39	2.51	0.97	4	1	2
780	1325	3.55	1.09	5	1	4
781	74	3.43	1.07	5	1	4
782	114	2.56	1.03	5	1	3
783	290	3.2	1.04	5	1	3
784	278	2.75	1.12	5	1	3
785	588	3.49	1.12	5	1	4
786	351	3.13	1.02	5	1	3
787	2	5	0	5	5	5
788	714	2.99	1.08	5	1	3
789	2	3	1.41	4	2	3
790	1	3	NA	3	3	3
791	2	3.5	0.71	4	3	3.5
792	1	4	NA	4	4	4
793	9	2.67	1.5	5	1	2
796	2	3	1.41	4	2	3
798	156	2.72	0.99	5	1	3
799	262	3.34	1.03	5	1	3
800	483	4.09	0.92	5	1	4
801	94	3.01	1.19	5	1	3
802	323	3.52	1	5	1	4
803	42	3.71	0.92	5	2	4
804	171	3.06	0.96	5	1	3
805	258	3.59	0.97	5	1	4
806	51	3.27	0.8	5	1	3
807	12	2.92	1.24	4	1	3.5
808	31	3.42	1.06	5	1	3
809	89	2.58	0.96	4	1	3
810	90	1.49	0.84	5	1	1
811	6	3.83	0.98	5	3	3.5
813	42	2.5	1.06	5	1	3
814	1	3	NA	3	3	3
815	4	2.25	1.5	4	1	2
818	138	2.49	1.08	5	1	3
820	1	4	NA	4	4	4
823	4	3.25	1.71	5	1	3.5
824	22	3.95	1.17	5	1	4
827	2	3	0	3	3	3
828	46	3.09	1.19	5	1	3
829	94	2.33	1.11	5	1	2
830	223	2.96	1.08	5	1	3
831	16	3.69	0.87	5	1	4
832	430	3.5	0.92	5	1	4
833	59	2.12	0.97	4	1	2
834	2	2	1.41	3	1	2
835	71	3.07	1.03	5	1	3
836	178	2.67	0.98	5	1	3
837	163	3.52	1.11	5	1	4
838	372	3.84	0.97	5	1	4
839	99	2.2	1.13	5	1	2
