"userID"	"age"	"sex"	"occupation"	"zip.code"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
143	42	"M"	"technician"	"08832"	20	3.9	1.02	5	2	4
144	53	"M"	"programmer"	"20910"	204	3.67	0.95	5	1	4
145	31	"M"	"entertainment"	"V3N4P"	313	3.33	1.31	5	1	3
146	45	"M"	"artist"	"83814"	29	3.62	1.21	5	1	4
147	40	"F"	"librarian"	"02143"	20	4.2	0.83	5	2	4
148	33	"M"	"engineer"	"97006"	65	4	1.27	5	1	4
149	35	"F"	"marketing"	"17325"	36	2.89	1.12	5	1	3
150	20	"F"	"artist"	"02139"	31	3.81	1.01	5	1	4
151	38	"F"	"administrator"	"48103"	307	4	1.04	5	1	4
152	33	"F"	"educator"	"68767"	106	4.32	0.99	5	1	5
153	25	"M"	"student"	"60641"	23	2.96	1.49	5	1	3
154	25	"M"	"student"	"53703"	51	3.96	0.89	5	2	4
155	32	"F"	"other"	"11217"	22	2.64	0.85	5	2	2
156	25	"M"	"educator"	"08360"	37	3.73	0.8	5	2	4
157	57	"M"	"engineer"	"70808"	51	3.78	1.24	5	1	4
158	50	"M"	"educator"	"27606"	173	3.8	1	5	1	4
159	23	"F"	"student"	"55346"	106	3.44	1.34	5	1	4
160	27	"M"	"programmer"	"66215"	120	3.92	1.01	5	1	4
161	50	"M"	"lawyer"	"55104"	58	2.55	1.13	5	1	2
162	25	"M"	"artist"	"15610"	42	3.6	0.73	5	2	4
163	49	"M"	"administrator"	"97212"	23	3.3	0.88	5	1	3
164	47	"M"	"healthcare"	"80123"	63	4.13	0.96	5	2	4
165	20	"F"	"other"	"53715"	29	4.03	0.87	5	2	4
166	47	"M"	"educator"	"55113"	20	3.55	1.43	5	1	4
167	37	"M"	"other"	"L9G2B"	69	3.38	1.46	5	1	4
168	48	"M"	"other"	"80127"	69	3.33	1.4	5	1	4
169	52	"F"	"other"	"53705"	37	3.97	0.99	5	1	4
170	53	"F"	"healthcare"	"30067"	21	3.81	0.93	5	3	3
171	48	"F"	"educator"	"78750"	28	3.46	0.74	5	2	4
172	55	"M"	"marketing"	"22207"	27	3.19	0.88	5	1	3
173	56	"M"	"other"	"22306"	43	4.21	0.83	5	1	4
174	30	"F"	"administrator"	"52302"	176	3.57	1.58	5	1	4
175	26	"F"	"scientist"	"21911"	38	3.74	1.13	5	1	4
176	28	"M"	"scientist"	"07030"	60	3.7	1.05	5	1	4
177	20	"M"	"programmer"	"19104"	115	3.62	0.99	5	1	4
178	26	"M"	"other"	"49512"	270	3.69	0.95	5	1	4
179	15	"M"	"entertainment"	"20755"	42	3.05	1.59	5	1	3
180	22	"F"	"administrator"	"60202"	63	3.94	1.31	5	1	4
181	26	"M"	"executive"	"21218"	433	1.49	0.85	5	1	1
182	36	"M"	"programmer"	"33884"	28	3.86	0.93	5	2	4
183	33	"M"	"scientist"	"27708"	53	3.19	1	5	1	3
184	37	"M"	"librarian"	"76013"	251	3.66	0.83	5	1	4
185	53	"F"	"librarian"	"97403"	48	4.04	0.71	5	1	4
186	39	"F"	"executive"	"00000"	92	3.41	1.22	5	1	4
187	26	"M"	"educator"	"16801"	56	4.07	0.91	5	1	4
188	42	"M"	"student"	"29440"	112	3.77	0.98	5	1	4
189	32	"M"	"artist"	"95014"	186	3.98	1.08	5	1	4
190	30	"M"	"administrator"	"95938"	59	3.32	0.99	5	1	3
191	33	"M"	"administrator"	"95161"	27	3.63	0.79	5	2	4
192	42	"M"	"educator"	"90840"	35	3.51	1.09	5	1	4
193	29	"M"	"student"	"49931"	120	3.17	1.12	5	1	3
194	38	"M"	"administrator"	"02154"	305	2.96	1.02	5	1	3
195	42	"M"	"scientist"	"93555"	95	3.28	1.03	5	1	3
196	49	"M"	"writer"	"55105"	39	3.62	1.02	5	1	4
197	55	"M"	"technician"	"75094"	118	3.34	1.23	5	1	3
198	21	"F"	"student"	"55414"	181	3.28	0.97	5	1	3
199	30	"M"	"writer"	"17604"	40	2.95	1.57	5	1	3
200	40	"M"	"programmer"	"93402"	216	4.03	0.86	5	2	4
201	27	"M"	"writer"	"E2A4H"	386	3.03	1.05	5	1	3
202	41	"F"	"educator"	"60201"	20	2.8	1.28	5	1	3
203	25	"F"	"student"	"32301"	43	3.42	1.05	5	1	3
204	52	"F"	"librarian"	"10960"	41	3.41	1.34	5	1	4
205	47	"M"	"lawyer"	"06371"	22	2.86	1.04	4	1	3
206	14	"F"	"student"	"53115"	64	2.17	1.46	5	1	1
207	39	"M"	"marketing"	"92037"	230	3.23	0.83	5	1	3
208	43	"M"	"engineer"	"01720"	33	3.79	1.02	5	1	4
209	33	"F"	"educator"	"85710"	33	3.18	1.24	5	1	3
210	39	"M"	"engineer"	"03060"	132	4.06	0.82	5	2	4
211	66	"M"	"salesman"	"32605"	37	3.19	1.13	5	1	3
212	49	"F"	"educator"	"61401"	24	3.88	1.3	5	1	4
213	33	"M"	"executive"	"55345"	126	4.23	0.87	5	1	4
214	26	"F"	"librarian"	"11231"	127	3.91	0.82	5	2	4
215	35	"M"	"programmer"	"63033"	93	3.77	0.89	5	2	4
216	22	"M"	"engineer"	"02215"	131	3.8	1	5	1	4
217	22	"M"	"other"	"11727"	76	2.96	1.38	5	1	3
218	37	"M"	"administrator"	"06513"	53	3.6	0.82	5	2	4
219	32	"M"	"programmer"	"43212"	28	3.71	1.58	5	1	4
220	30	"M"	"librarian"	"78205"	22	3.77	0.92	5	1	4
221	19	"M"	"student"	"20685"	145	3.61	0.89	5	1	4
222	29	"M"	"programmer"	"27502"	386	3.05	1.19	5	1	3
223	19	"F"	"student"	"47906"	105	3.03	1.3	5	1	3
224	31	"F"	"educator"	"43512"	141	2.99	1.1	5	1	3
225	51	"F"	"administrator"	"58202"	27	4.52	0.85	5	2	5
226	28	"M"	"student"	"92103"	50	3.8	0.93	5	1	4
227	46	"M"	"executive"	"60659"	58	3.45	1.06	5	1	4
228	21	"F"	"student"	"22003"	21	3.14	1.49	5	1	3
229	29	"F"	"librarian"	"22903"	30	2.73	1.46	5	1	3
230	28	"F"	"student"	"14476"	132	3.85	1.14	5	1	4
231	48	"M"	"librarian"	"01080"	21	3.67	0.91	5	1	4
232	45	"M"	"scientist"	"99709"	92	3.9	0.9	5	1	4
233	38	"M"	"engineer"	"98682"	110	4.35	0.79	5	2	5
234	60	"M"	"retired"	"94702"	478	3.13	0.92	5	1	3
235	37	"M"	"educator"	"22973"	94	3.98	0.83	5	1	4
236	44	"F"	"writer"	"53214"	124	3.48	1.17	5	1	4
237	49	"M"	"administrator"	"63146"	48	4.15	0.68	5	2	4
238	42	"F"	"administrator"	"44124"	29	3.28	0.84	5	1	3
239	39	"M"	"artist"	"95628"	159	4.21	1.25	5	1	5
240	23	"F"	"educator"	"20784"	24	3.75	1.33	5	1	4
241	26	"F"	"student"	"20001"	23	3.43	1.04	5	2	3
242	33	"M"	"educator"	"31404"	20	4.45	0.76	5	3	5
243	33	"M"	"educator"	"60201"	80	3.64	0.83	5	1	4
244	28	"M"	"technician"	"80525"	237	3.65	1.07	5	1	4
245	22	"M"	"student"	"55109"	22	3.27	1.12	5	1	3.5
246	19	"M"	"student"	"28734"	195	2.93	1.32	5	1	3
247	28	"M"	"engineer"	"20770"	26	3.92	0.89	5	2	4
248	25	"M"	"student"	"37235"	56	3.57	1.19	5	1	4
249	25	"M"	"student"	"84103"	161	4.11	0.86	5	1	4
250	29	"M"	"executive"	"95110"	122	3.79	1.06	5	1	4
251	28	"M"	"doctor"	"85032"	77	3.79	0.92	5	2	4
252	42	"M"	"engineer"	"07733"	21	4.43	0.68	5	3	5
253	26	"F"	"librarian"	"22903"	97	3.98	0.96	5	1	4
254	44	"M"	"educator"	"42647"	159	3.05	1.04	5	1	3
255	23	"M"	"entertainment"	"07029"	83	2.54	1.32	5	1	2
256	35	"F"	"none"	"39042"	207	3.99	0.95	5	1	4
257	17	"M"	"student"	"77005"	57	4.04	0.96	5	2	4
258	19	"F"	"student"	"77801"	23	3.74	1.39	5	1	4
259	21	"M"	"student"	"48823"	46	3.87	0.78	5	2	4
260	40	"F"	"artist"	"89801"	24	4.04	1.12	5	1	4
261	28	"M"	"administrator"	"85202"	27	4.11	0.89	5	2	4
262	19	"F"	"student"	"78264"	160	3.17	0.83	5	1	3
263	41	"M"	"programmer"	"55346"	123	4.05	1	5	1	4
264	36	"F"	"writer"	"90064"	120	4.22	1.01	5	1	5
265	26	"M"	"executive"	"84601"	46	3.57	1.13	5	1	4
266	62	"F"	"administrator"	"78756"	23	3.26	1.1	5	1	3
267	23	"M"	"engineer"	"83716"	185	3.94	0.89	5	1	4
268	24	"M"	"engineer"	"19422"	326	2.94	1.09	5	1	3
269	31	"F"	"librarian"	"43201"	322	3	1.4	5	1	3
270	18	"F"	"student"	"63119"	138	4.33	0.99	5	1	5
271	51	"M"	"engineer"	"22932"	278	3.58	1	5	1	4
272	33	"M"	"scientist"	"53706"	51	4.33	0.89	5	1	5
273	50	"F"	"other"	"10016"	22	3.64	0.73	5	2	4
274	20	"F"	"student"	"55414"	71	4.06	0.98	5	1	4
275	38	"M"	"engineer"	"92064"	95	3.12	0.6	4	2	3
276	21	"M"	"student"	"95064"	516	3.47	1.02	5	1	4
277	35	"F"	"administrator"	"55406"	54	3.5	0.84	5	1	4
278	37	"F"	"librarian"	"30033"	23	4.26	0.92	5	2	5
279	33	"M"	"programmer"	"85251"	434	3.27	1.2	5	1	3
280	30	"F"	"librarian"	"22903"	258	3.58	1	5	1	3.5
281	15	"F"	"student"	"06059"	26	3.19	1.23	5	1	3
282	22	"M"	"administrator"	"20057"	22	3.5	1.01	5	1	4
283	28	"M"	"programmer"	"55305"	53	4.13	0.83	5	2	4
284	40	"M"	"executive"	"92629"	47	3.55	0.8	5	2	3
285	25	"M"	"programmer"	"53713"	32	3.94	0.84	5	2	4
286	27	"M"	"student"	"15217"	287	3.71	1.16	5	1	4
287	21	"M"	"salesman"	"31211"	61	4.11	1.03	5	1	4
288	34	"M"	"marketing"	"23226"	75	3.88	1.21	5	1	4
289	11	"M"	"none"	"94619"	27	2.93	1.07	5	1	3
290	40	"M"	"engineer"	"93550"	150	3.35	0.91	5	1	3
291	19	"M"	"student"	"44106"	295	3.68	1.03	5	1	4
292	35	"F"	"programmer"	"94703"	124	4.23	0.8	5	2	4
293	24	"M"	"writer"	"60804"	387	3.03	1.04	5	1	3
294	34	"M"	"technician"	"92110"	148	3.47	0.96	5	1	3
295	31	"M"	"educator"	"50325"	196	4.24	0.79	5	1	4
296	43	"F"	"administrator"	"16803"	145	4.18	1.19	5	1	5
297	29	"F"	"educator"	"98103"	191	3.44	1.07	5	1	3
298	44	"M"	"executive"	"01581"	127	4.03	0.82	5	2	4
299	29	"M"	"doctor"	"63108"	279	3.47	0.91	5	1	4
300	26	"F"	"programmer"	"55106"	19	3.68	1	5	1	4
301	24	"M"	"student"	"55439"	275	3.53	0.97	5	1	4
302	42	"M"	"educator"	"77904"	20	2.45	0.89	4	1	2
303	19	"M"	"student"	"14853"	483	3.36	1.23	5	1	4
304	22	"F"	"student"	"71701"	26	3.38	1.06	5	1	3
305	23	"M"	"programmer"	"94086"	220	3.41	1.08	5	1	3
306	45	"M"	"other"	"73132"	32	3.78	1.01	5	1	4
307	25	"M"	"student"	"55454"	112	3.79	1.03	5	1	4
308	60	"M"	"retired"	"95076"	397	3.76	0.77	5	1	4
309	40	"M"	"scientist"	"70802"	20	3.5	1.05	5	2	3.5
310	37	"M"	"educator"	"91711"	21	3.86	1.42	5	1	4
311	32	"M"	"technician"	"73071"	293	3.8	0.87	5	1	4
312	48	"M"	"other"	"02110"	223	4.38	0.92	5	1	5
313	41	"M"	"marketing"	"60035"	262	3.6	1	5	1	4
314	20	"F"	"student"	"08043"	244	3.67	1.15	5	1	4
315	31	"M"	"educator"	"18301"	87	4.01	0.93	5	1	4
316	43	"F"	"other"	"77009"	75	3.36	1.44	5	1	4
317	22	"M"	"administrator"	"13210"	22	3.55	0.86	5	2	4
318	65	"M"	"retired"	"06518"	173	3.72	1.03	5	1	4
319	38	"M"	"programmer"	"22030"	22	3.45	0.8	5	2	3
320	19	"M"	"student"	"24060"	154	3.72	0.84	5	1	4
321	49	"F"	"educator"	"55413"	125	3.74	0.74	5	2	4
322	20	"M"	"student"	"50613"	51	4.18	0.84	5	2	4
323	21	"M"	"student"	"19149"	88	3.61	0.96	5	1	4
324	21	"F"	"student"	"02176"	66	4.35	0.81	5	1	5
325	48	"M"	"technician"	"02139"	141	3.42	1.12	5	1	3
326	41	"M"	"administrator"	"15235"	187	3.33	1.21	5	1	3
327	22	"M"	"student"	"11101"	282	3.3	0.92	5	1	4
328	51	"M"	"administrator"	"06779"	283	3.43	0.91	5	1	3
329	48	"M"	"educator"	"01720"	64	3.39	0.83	5	2	3
330	35	"F"	"educator"	"33884"	147	4.5	0.73	5	2	5
331	33	"M"	"entertainment"	"91344"	70	3.64	1.06	5	1	4
332	20	"M"	"student"	"40504"	183	4.15	0.91	5	2	4
333	47	"M"	"other"	"V0R2M"	26	3.85	0.97	5	1	4
334	32	"M"	"librarian"	"30002"	329	3.52	0.91	5	1	4
335	45	"M"	"executive"	"33775"	22	3.55	1.22	5	1	4
336	23	"M"	"salesman"	"42101"	130	2.96	1.28	5	1	3
337	37	"M"	"scientist"	"10522"	34	3.94	1.13	5	1	4
338	39	"F"	"librarian"	"59717"	75	4	0.94	5	1	4
339	35	"M"	"lawyer"	"37901"	254	4	0.92	5	1	4
340	46	"M"	"engineer"	"80123"	44	4.16	1.18	5	1	5
341	17	"F"	"student"	"44405"	20	3.75	1.12	5	1	4
342	25	"F"	"other"	"98006"	201	3.44	1.29	5	1	3
343	43	"M"	"engineer"	"30093"	236	3.98	1.09	5	1	4
344	30	"F"	"librarian"	"94117"	188	3.66	1.03	5	1	4
345	28	"F"	"librarian"	"94143"	230	3.64	0.92	5	1	4
346	34	"M"	"other"	"76059"	193	3.29	1.15	5	1	3
347	18	"M"	"student"	"90210"	198	3.57	1.32	5	1	4
348	24	"F"	"student"	"45660"	58	3.9	0.69	5	2	4
349	68	"M"	"retired"	"61455"	41	3.2	1.1	5	1	3
350	32	"M"	"student"	"97301"	50	4.32	0.82	5	2	4.5
351	61	"M"	"educator"	"49938"	44	4.16	0.94	5	1	4
352	37	"F"	"programmer"	"55105"	42	3.74	1.19	5	1	4
353	25	"M"	"scientist"	"28480"	25	3.36	1.35	5	1	4
354	29	"F"	"librarian"	"48197"	230	3.73	0.87	5	1	4
355	25	"M"	"student"	"60135"	26	4.08	0.48	5	3	4
356	32	"F"	"homemaker"	"92688"	24	3.58	1.14	5	1	4
357	26	"M"	"executive"	"98133"	76	4.13	0.9	5	2	4
358	40	"M"	"educator"	"10022"	43	3.7	1.21	5	1	4
359	22	"M"	"student"	"61801"	26	3.92	0.8	5	3	4
360	51	"M"	"other"	"98027"	101	3.96	0.86	5	2	4
361	22	"M"	"student"	"44074"	121	3.78	0.96	5	1	4
362	35	"F"	"homemaker"	"85233"	25	3.36	1.52	5	1	4
363	20	"M"	"student"	"87501"	311	3.05	1.28	5	1	3
364	63	"M"	"engineer"	"01810"	20	3.45	1.1	5	1	4
365	29	"M"	"lawyer"	"20009"	58	3.38	1.18	5	1	4
366	20	"F"	"student"	"50670"	33	4.39	1.09	5	1	5
367	17	"M"	"student"	"37411"	57	4.16	0.75	5	2	4
368	18	"M"	"student"	"92113"	44	3.3	1.11	5	1	3
369	24	"M"	"student"	"91335"	22	4	1.02	5	2	4
370	52	"M"	"writer"	"08534"	75	3.69	0.94	5	1	4
371	36	"M"	"engineer"	"99206"	51	4.1	0.94	5	1	4
372	25	"F"	"student"	"66046"	66	4.3	0.7	5	2	4
373	24	"F"	"other"	"55116"	233	3.73	0.95	5	1	4
374	36	"M"	"executive"	"78746"	274	3.31	1.3	5	1	3
375	17	"M"	"entertainment"	"37777"	28	3.68	0.86	5	2	4
376	28	"F"	"other"	"10010"	29	3.76	0.69	5	3	4
377	22	"M"	"student"	"18015"	33	3.91	0.95	5	2	4
378	35	"M"	"student"	"02859"	374	3.42	0.8	5	1	3
379	44	"M"	"programmer"	"98117"	196	3.99	0.94	5	1	4
380	32	"M"	"engineer"	"55117"	161	3.21	0.9	5	1	3
381	33	"M"	"artist"	"94608"	127	3.81	1.11	5	1	4
382	45	"M"	"engineer"	"01824"	53	3.47	1.05	5	1	3
383	42	"M"	"administrator"	"75204"	71	4.38	0.85	5	2	5
384	52	"M"	"programmer"	"45218"	22	4.14	0.56	5	3	4
385	36	"M"	"writer"	"10003"	279	3.29	1.22	5	1	3
386	36	"M"	"salesman"	"43221"	23	3.65	0.83	5	2	4
387	33	"M"	"entertainment"	"37412"	303	3.36	1.21	5	1	3
388	31	"M"	"other"	"36106"	51	4.16	0.86	5	2	4
389	44	"F"	"writer"	"83702"	271	3.7	1.03	5	1	4
390	42	"F"	"writer"	"85016"	31	3.84	1.19	5	1	4
391	23	"M"	"student"	"84604"	121	3.77	1.01	5	1	4
392	52	"M"	"writer"	"59801"	109	4.04	1.13	5	1	4
393	19	"M"	"student"	"83686"	447	3.34	0.82	5	1	3
394	25	"M"	"administrator"	"96819"	149	3.86	0.94	5	1	4
395	43	"M"	"other"	"44092"	57	3.89	1.1	5	1	4
396	57	"M"	"engineer"	"94551"	54	3.41	0.79	5	2	3
397	17	"M"	"student"	"27514"	102	3.71	1.33	5	1	4
398	40	"M"	"other"	"60008"	172	3.71	0.94	5	2	4
399	25	"M"	"other"	"92374"	318	2.94	0.8	5	1	3
400	33	"F"	"administrator"	"78213"	22	3.59	0.8	5	2	4
401	46	"F"	"healthcare"	"84107"	153	3.12	1.11	5	1	3
402	30	"M"	"engineer"	"95129"	68	3.9	0.99	5	1	4
403	37	"M"	"other"	"06811"	50	3.68	1.24	5	1	4
404	29	"F"	"programmer"	"55108"	44	3.25	1.1	5	1	3
405	22	"F"	"healthcare"	"10019"	736	1.83	1.35	5	1	1
